Job Title,Salary Estimate,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
"Director II, Data Science Fundamentals & Responsible AI",USD 153K - USD 268K,3.7,Liberty Mutual,"Boston, MA",10000+ Employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD)
Sr. Data Engineer,USD 83K - USD 166K,3.8,Abbott Laboratories,"Lake Forest, IL",10000+ Employees,1888,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
"Coordinator, Artificial Intelligence and Data Team",USD 70K - USD 75K,3.6,World Economic Forum,"San Francisco, CA",501 to 1000 Employees,1971,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,$100 to $500 million (USD)
Senior Machine Learning Researcher,USD 110K - USD 146K ,4.0,STR,"Woburn, MA",501 to 1000 Employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD)
Staff Data Scientist,USD 150K - USD 170K,4.5,BitSight,Remote,501 to 1000 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
People Data Analyst,"Bring your people analytics, social science research and data mining/science skills to a unique team seeking to understand, and shape, the future ",3.3,Canonical,Remote,3.3,,,,,
AI (Artificial Intelligence) Engineer,USD 60K - USD 112K ,3.2,Ictect,"Burlington, WI",1 to 50 Employees,--,Company - Private,--,--,Less than $1 million (USD)
Sr Data Analyst,USD 80K - USD 110K,3.6,BAXTER,"Deerfield, IL",10000+ Employees,1931,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
"Senior Data Scientist, Machine Learning",USD 204K - USD 294K,3.9,Zoox,"Foster City, CA",1001 to 5000 Employees,2014,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Data Science and Analytics Lead (Remote),USD 172K - USD 226K,3.1,Jazz Pharmaceuticals,"Boston, MA",1001 to 5000 Employees,2003,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD)
Data Scientist,USD 88K - USD 123K ,3.7,AAA Life Insurance Company,"Livonia, MI",501 to 1000 Employees,1969,Company - Private,Insurance Carriers,Insurance,$1 to $5 billion (USD)
Senior Data Scientist,USD 138K - USD 177K ,4.1,McKinsey & Company,"Atlanta, GA",201 to 500 Employees,2009,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable
"Healthcare Data Scientist - ML, AI, Stats, OR",USD 78K - USD 127K ,3.4,University of Maryland Medical System,"North Bethesda, MD",10000+ Employees,1984,Self-employed,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD)
Staff Applied Scientist - Forecasting,"You will thrive in this role if you love the craft of neural networks in research and production environments: hyperparameter optimization,",4.2,Afresh,Remote,4.2,,,,,
Data Scientist - Lead Business Intelligence Analyst,USD 97K - USD 133K ,4.0,CME Group,"Chicago, IL",1001 to 5000 Employees,2007,Company - Public,Investment & Asset Management,Financial Services,$1 to $5 billion (USD)
Senior Data Scientist,USD 107K - USD 206K,3.2,CVS Health,"New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
"Content & Channel Team, Data Scientist",USD 117K - USD 196K,4.0,Pfizer,"New York, NY",10000+ Employees,1849,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Enterprise Risk Data Science Senior Associate (Hybrid),"You will use data mining and data analysis methods, be adept with common large data processing techniques, computational programing capabilit",4.2,Fannie Mae,United States,4.2,,,,,
Senior Data Scientist,USD 125K - USD 145K,3.1,Extend,Remote,201 to 500 Employees,2019,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
"Director, Data and Analytics","To enable the business to make data-informed decisions, the Director of Data and Analytics must be exceptional in conducting data analysis coupl",3.1,Consolidated Communications,Remote,3.1,,,,,
Data Science Leader,USD 110K - USD 166K ,4.0,Deloitte,"Rosslyn, VA",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
"Artificial intelligence, Data & Analytics Software Engineer",USD 106K - USD 156K ,3.9,UBS,"Weehawken, NJ",10000+ Employees,1862,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD)
"Sr Analyst, Model Validation - AI and Machine Learning","Ability to assess model concept and design, theoretical foundations, technical assumptions, data, and process controls, model implementation and ",3.8,Ally Financial,North Carolina,3.8,,,,,
"Director, Data Science and Machine Learning",USD 180K - USD 213K,3.3,Brother USA,"Bridgewater, NJ",501 to 1000 Employees,1954,Company - Private,Electronics Manufacturing,Manufacturing,Unknown / Non-Applicable
ISV Sales Strategy & Data Analyst,USD 112K - USD 154K,4.1,Salesforce,"San Francisco, CA",10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
Sr. Data Scientist/Machine Learning Engineer,USD 140K - USD 183K ,4.4,Databricks,"San Francisco, CA",1001 to 5000 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
"Data Scientist, GBG Data Science",USD 109K - USD 171K,3.9,Meta,"New York, NY",10000+ Employees,2004,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
Senior Data Scientist,USD 142K - USD 240K,4.2,Intuitive Surgical,"Sunnyvale, CA",5001 to 10000 Employees,1995,Company - Public,Health Care Products Manufacturing,Manufacturing,$1 to $5 billion (USD)
"Lead Analyst, Data Analytics",USD 116K - USD 199K,3.7,T. Rowe Price,"Baltimore, MD",5001 to 10000 Employees,1937,Company - Public,Investment & Asset Management,Financial Services,$1 to $5 billion (USD)
Senior Data Scientist,USD 180K - USD 210K,5.0,SentiLink,Remote,Unknown,--,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
"Assistant Director, People Analytics and Data Science",USD 121K,3.9,Northwestern Mutual,"Milwaukee, WI",5001 to 10000 Employees,1857,Company - Private,Investment & Asset Management,Financial Services,$10+ billion (USD)
Data Scientist II,USD 79K - USD 108K ,4.1,RELX,"Alpharetta, GA",10000+ Employees,1880,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)
Data Scientist,"Bachelor's degree in Finance, Business Analytics, Statistics, Economics, or a related field. Design, develop, and maintain efficient ETL process",2.4,Bond Financial Technologies,Remote,2.4,,,,,
"Director – Data Science, Supply Chain",USD 144K - USD 240K,3.7,McKesson,"Irving, TX",10000+ Employees,1833,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
"Manager, Data Science - Fraud, Deep Learning",You have hands-on experience developing data science solutions using open-source tools and cloud computing platforms. “Big data” do,4.0,Capital One,United States,3.9,,,,,
Senior Data Scientist,USD 119K - USD 179K,3.0,Petco,"San Diego, CA",10000+ Employees,1965,Company - Public,Pet & Pet Supplies Stores,Retail & Wholesale,$1 to $5 billion (USD)
"RESEARCH SCIENTIST, STATISTICAL ANALYST",USD 5K - USD 11K,4.2,University of Washington,"Seattle, WA",10000+ Employees,1861,College / University,Colleges & Universities,Education,$1 to $5 billion (USD)
Data Annotation Associate Manager,"Accurate data annotation is critical to Tesla achieving full self-driving. Support project(s) from inception, which can include helping with",3.6,Tesla,"Palo Alto, CA",3.6,,,,,
"Senior Data Scientist, Analytics",Help ideate and develop new data science models for use across the arcadia customer base. Be able to continually develop new high value algorithm,3.5,Arcadia.io,Remote,3.5,,,,,
Data Science Manager - Remote,USD 92K - USD 142K ,3.2,Oldcastle Infrastructure,"Atlanta, GA",1001 to 5000 Employees,--,Company - Public,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable
Marketing Data Science & Analytics Manager,USD 102K - USD 131K,4.0,Mutual of Enumclaw Insurance Company,Oregon,201 to 500 Employees,1898,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD)
AI Data Scientist,USD 107K - USD 146K ,4.3,Ciena,"Linthicum Heights, MD",5001 to 10000 Employees,1992,Company - Public,Telecommunications Services,Telecommunications,$1 to $5 billion (USD)
"VP, Data Science & Insights",USD 104K - USD 149K ,3.5,Domino's,"Ann Arbor, MI",10000+ Employees,1960,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$1 to $5 billion (USD)
Healthcare Data and Research Analyst,USD 59K - USD 87K ,4.5,Flad Architects,"Tampa, FL",201 to 500 Employees,1985,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$25 to $100 million (USD)
Data Scientist,USD 81K - USD 170K,3.2,CVS Health,"Wellesley, MA",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
Data Scientist,"Bachelor’s or master’s degree in computer science, Data Science, Statistics, Mathematics, or a related field with a strong emphasis on Machi",4.1,Fractal Analytics,California,4.1,,,,,
"Sr. Data Engineer, Business Analytics",USD 125K - USD 174K ,3.6,Tesla,"Fremont, CA",10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD)
AI and Machine Learning Engineer,USD 113K - USD 260K,4.1,Hewlett Packard Enterprise,Texas,10000+ Employees,2015,Company - Public,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Scientist,"Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructu",4.5,Colsh Consultants,Georgia,4.4,,,,,
Data Scientist,USD 150K - USD 200K,4.3,Neuberger Berman,"New York, NY",1001 to 5000 Employees,1939,Company - Public,Investment & Asset Management,Financial Services,$1 to $5 billion (USD)
JP Morgan Chase Institute - Data Science Research Associate,USD 105K - USD 140K,4.0,JPMorgan Chase & Co,"Washington, DC",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
Junior Data Scientist,USD 100K - USD 110K,3.9,ApolloMed,Remote,501 to 1000 Employees,1994,Company - Public,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD)
Senior Data Analyst,USD 103K - USD 134K ,4.0,Deloitte,"Rosslyn, VA",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
Staff Data Scientist - Fleet Analytics and Modeling,USD 119K - USD 174K ,3.9,General Motors,"Palo Alto, CA",10000+ Employees,1908,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD)
Lead Data Scientist,USD 100K - USD 142K ,4.0,JPMorgan Chase & Co,"Columbus, OH",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
Director of Data Science - Remote,USD 78K - USD 128K ,3.5,Hilton Grand Vacations,"Orlando, FL",5001 to 10000 Employees,1992,Company - Public,Hotels & Resorts,Hotels & Travel Accommodation,Unknown / Non-Applicable
Senior Data Science Strategist,USD 116K - USD 149K ,4.3,National Institutes of Health,"Bethesda, MD",10000+ Employees,1887,Government,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
Sr Data Analyst,USD 113K - USD 151K,3.8,Disney,"Burbank, CA",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD)
Sr. Data Analyst,USD 54K - USD 83K ,3.6,"Florida Health Care Plans, Inc.","Daytona Beach, FL",1001 to 5000 Employees,1994,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD)
Senior Data Scientist,USD 160K - USD 200K,2.9,Alo Yoga,"Beverly Hills, CA",,,,,,
Sr. Associate Data Engineer - ETL Developer,USD 88K - USD 145K,4.2,"The Travelers Companies, Inc.","Hartford, CT",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD)
Senior Data Engineer,USD 154K - USD 279K,4.4,Adobe,"New York, NY",10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Data Scientist,USD 125K - USD 169K ,5.0,BICP,"San Francisco, CA",1 to 50 Employees,2009,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
Data Scientist,USD 132K - USD 171K,3.4,Albertsons Companies,"Pleasanton, CA",10000+ Employees,1939,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD)
Data Scientist (L5) - Title & Launch Management,USD 150K - USD 226K ,4.1,Netflix,"Los Gatos, CA",5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD)
Senior Applied Scientist,USD 112K - USD 218K,4.3,Microsoft,United States,10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
Data Scientist Specialist/Bioinformatics Specialist,USD 116K - USD 141K,3.7,3M,"Maplewood, MN",10000+ Employees,1902,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD)
"Data Analyst, Payment Analytics - USDS",USD 106K - USD 178K,3.4,TikTok,"Mountain View, CA",1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Data Scientist,USD 118K - USD 163K ,3.7,Surya Systems,"San Francisco, CA",1 to 50 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
Data Engineer,USD 110K - USD 120K,3.9,Integrate,Remote,201 to 500 Employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD)
Data Scientist,USD 103K - USD 139K ,4.3,Octo,"Reston, VA",1001 to 5000 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD)
Dir Data Science,USD 150K - USD 170K,3.5,Webster Bank,United States,1001 to 5000 Employees,1935,Subsidiary or Business Segment,Banking & Lending,Financial Services,$1 to $5 billion (USD)
Data Scientist,USD 111K - USD 175K ,3.7,Surya Systems,"San Francisco, CA",1 to 50 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
Senior Data Science Engineer,USD 12K - USD 20K,3.9,Lawrence Berkeley National Laboratory,"San Francisco, CA",1001 to 5000 Employees,1931,Government,Research & Development,Management & Consulting,$500 million to $1 billion (USD)
Data Scientist - App Experience,USD 213K - USD 253K,3.8,Roblox,"San Mateo, CA",1001 to 5000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Data Scientist,USD 109K - USD 136K,4.1,Yum! Brands,"Plano, TX",10000+ Employees,1997,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD)
Machine Learning Engineer,USD 147K - USD 214K,3.6,Shipt,"San Francisco, CA",1001 to 5000 Employees,2014,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Senior Artificial Intelligence/Machine Learning Software Scientist,USD 143K - USD 184K ,,PerformanceStar,"Santa Clara, CA",1 to 50 Employees,--,Company - Private,--,--,$1 to $5 million (USD)
Sr. Scientist II,USD 179K - USD 269K,3.6,23andMe,"Sunnyvale, CA",501 to 1000 Employees,2006,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
Senior Data Science and Analytics Analyst,USD 70K - USD 110K,3.8,Razorfish,"Chicago, IL",1001 to 5000 Employees,--,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable
"Manager, Data Science",USD 149K - USD 200K,3.8,Disney Direct to Consumer,"Santa Monica, CA",10000+ Employees,1923,Company - Public,Film Production,Media & Communication,$10+ billion (USD)
"Business Intelligence Engineer , Data Center Engineering Analytics",USD 76K - USD 100K ,3.7,"Amazon Data Services, Inc.","Austin, TX",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
Analytics Engineer (L5) - Content DSE,USD 127K - USD 201K ,4.1,Netflix,"Los Angeles, CA",5001 to 10000 Employees,1997,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD)
"Summer 2024 Co-op - Research & Development, Applied Sciences","Graduate student in a full-time academic program from an accredited college or university, majoring in computer sciences, management inform",3.4,Keurig Dr Pepper,"Frisco, TX",3.4,,,,,
"Bioinformatician / Data Scientist, Sickle cell disease",USD 113K - USD 169K,3.9,Novartis,"Cambridge, MA",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable
Senior Consultant – Data Analyst,USD 89K - USD 129K ,4.0,Olmstead Associates,"Boston, MA",1 to 50 Employees,1994,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD)
Product Analyst,USD 97K,,,United States,51 to 200 Employees,2019,Nonprofit Organization,Software Development,Information Technology,Unknown / Non-Applicable
Senior Marketing Data Analyst,USD 91K - USD 124K ,3.9,BayOne,"San Francisco, CA",501 to 1000 Employees,2012,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD)
Data Engineer - Remote,"Lead the evaluation, implementation and deployment of emerging tools and process for analytic data engineering to improve the organization's pro",3.6,FirstEnergy Corp,United States,3.6,,,,,
Machine Learning Engineer,USD 106K - USD 140K ,4.3,Mastercard,"O Fallon, MO",10000+ Employees,1966,Company - Public,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable
"Manager, Data Science & Product Analytics, Amazon",USD 140K,3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
"Data Analyst, Growth Marketing",USD 90K - USD 125K,3.2,Age of Learning,Remote,501 to 1000 Employees,2007,Company - Private,Primary & Secondary Schools,Education,$100 to $500 million (USD)
Staff Applied Machine Learning Engineer,USD 192K - USD 260K,4.4,Databricks,"San Francisco, CA",1001 to 5000 Employees,2013,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Computer/Data Science Co-Op - (Fall 2024 Semester- August Start) - MULTIPLE ROLES AVAILABLE,USD 35K - USD 54K ,3.5,Copeland,"Sidney, OH",10000+ Employees,2023,Company - Private,Electronics Manufacturing,Manufacturing,Unknown / Non-Applicable
"Sr Data Scientist - Generative AI (GenAI, GAI, Deep Learning)(Remote Or Hybrid)",USD 92K - USD 166K,3.5,TARGET,"Brooklyn Park, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD)
"Lead Data Scientist - Generative AI (GenAI, GAI, Deep Learning)(Remote Or Hybrid)",USD 124K - USD 223K,3.5,TARGET,"Brooklyn Park, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD)
"Associate Data Scientist/Data Scientist, Business Analytics (Master’s Degree – Grad Date: December 2023 – May 2024)",USD 92K - USD 130K,4.1,Gartner,"Irving, TX",10000+ Employees,1979,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD)
Analytics Engineer,USD 120K - USD 180K,4.3,Messari,Remote,51 to 200 Employees,2018,Company - Private,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable
Data Science Advisor (Enterprise Model Governance) - Work from Home,USD 102K - USD 170K,3.5,The Cigna Group,"Philadelphia, PA",10000+ Employees,1865,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
"Senior Engineer, Data Engineering",Drive data quality across the organization; develop best practices for standard naming conventions and coding practices to ensure consistency of d,3.7,Sephora,California,3.7,,,,,
Data Scientist,USD 118K - USD 181K,3.1,US National Nuclear Security Administration,"Washington, DC",1001 to 5000 Employees,2000,Government,National Agencies,Government & Public Administration,Unknown / Non-Applicable
Senior Data Analyst,USD 75K - USD 101K,3.6,NYC Careers,Manhattan,Unknown,1625,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable
Lead Data Analytics Engineer,USD 175K - USD 205K,3.2,LendingClub,"San Francisco, CA",1001 to 5000 Employees,2006,Company - Public,Banking & Lending,Financial Services,$100 to $500 million (USD)
"Sr. Associate, Data Science & Development",USD 87K - USD 130K ,4.2,Rare,"Arlington, VA",51 to 200 Employees,1974,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,$25 to $100 million (USD)
Data Scientist - Generative AI,USD 160K - USD 232K,3.9,Mayo Clinic,"Rochester, MN",10000+ Employees,--,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD)
Lead Data Science Analyst (multiple openings) - IHM,USD 111K - USD 140K,3.8,Discover Financial Services,"Riverwoods, IL",10000+ Employees,1985,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD)
Sr Marketing Data Analyst,USD 117K - USD 122K,3.5,Paychex,"Rochester, NY",10000+ Employees,--,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $100 million (USD)
Principal Marketing Analytics & Data Scientist,USD 106K - USD 145K ,3.9,ABBVIE,"Crystal Lake, IL",10000+ Employees,2013,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Data Scientist or Senior Data Scientist,USD 106K - USD 171K ,3.6,National Research Group,"Los Angeles, CA",201 to 500 Employees,1978,Company - Public,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable
Data Analytics Lead,USD 88K - USD 116K,4.1,Gartner,"Irving, TX",10000+ Employees,1979,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD)
Data Scientist – Learning Analytics,USD 110K - USD 125K,4.4,MIT,"Cambridge, MA",10000+ Employees,1861,College / University,Colleges & Universities,Education,$1 to $5 billion (USD)
Sr. Data Analyst,USD 67K - USD 93K ,3.9,FedEx Services,"Collierville, TN",10000+ Employees,2000,Company - Public,Taxi & Car Services,Transportation & Logistics,$1 to $5 million (USD)
Senior Data Scientist,Join us in our pursuit of excellence and innovation in the field of data science for healthcare. Kyla is a medical startup that is focused,3.5,Kyla,Remote,3.5,,,,,
"Data Scientist II, Integrity",USD 145K - USD 155K,3.4,Match Group,"San Francisco, CA",,,,,,
"Sr. Analyst, Forecasting & Analytics",USD 95K - USD 120K,3.2,Ross Stores,"New York, NY",10000+ Employees,1982,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$10+ billion (USD)
AI/ML software Engineering,USD 113K - USD 159K ,3.6,Thermo Fisher Scientific,"Bothell, WA",10000+ Employees,1902,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
"Principal Data Scientist, Community",USD 142K - USD 197K ,4.1,Atlassian,"San Francisco, CA",5001 to 10000 Employees,2002,Company - Public,Software Development,Information Technology,Unknown / Non-Applicable
Data Science Graduate Research Assistant,USD 72K - USD 90K ,4.3,University of Maryland,"College Park, MD",10000+ Employees,1856,College / University,Colleges & Universities,Education,$1 to $5 billion (USD)
"Data Engineer, Consultant",USD 119K - USD 178K,3.8,Blue Shield of California,"Oakland, CA",5001 to 10000 Employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD)
People Data Analyst Senior,USD 60K - USD 90K,3.9,General Dynamics Information Technology,Indiana,10000+ Employees,1996,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,$10+ billion (USD)
"Adjunct Faculty, Data Science",USD 86K - USD 123K ,4.0,The University Of Denver,"Denver, CO",1001 to 5000 Employees,1864,College / University,Colleges & Universities,Education,$100 to $500 million (USD)
Data Analyst/Health Statistician,USD 81K - USD 147K,3.8,Leidos,California,10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD)
"Senior Director, Data Science",USD 110K - USD 156K ,3.6,Simplot,"Boise, ID",5001 to 10000 Employees,1935,Company - Private,Crop Production,Agriculture,$5 to $10 billion (USD)
Lead Analytics Specialist,USD 80K - USD 148K,3.3,ServiceChannel,Remote,10000+ Employees,2016,Company - Public,Machinery Manufacturing,Manufacturing,$5 to $10 billion (USD)
Data Scientist,USD 102K - USD 139K ,5.0,ISE Data Systems,"Reston, VA",1 to 50 Employees,--,Company - Public,--,--,Unknown / Non-Applicable
Senior Data Scientist,USD 111K - USD 148K,3.9,Trane Technologies,"Davidson, NC",10000+ Employees,2020,Company - Public,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable
(Worldpay) Data and Analytics Manager - People & Culture,USD 88K - USD 132K ,3.7,FIS Global,"Cincinnati, OH",10000+ Employees,1968,Company - Public,Financial Transaction Processing,Financial Services,$5 to $10 billion (USD)
R&D Data Engineer,USD 77K - USD 113K ,3.9,Covestro,"Pittsburgh, PA",10000+ Employees,2015,Company - Public,Chemical Manufacturing,Manufacturing,$10+ billion (USD)
BUSINESS INTELLIGENCE ANALYST I,USD 59K - USD 97K,3.6,MU Health Care,"Columbia, MO",5001 to 10000 Employees,1956,Hospital,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD)
Senior Business Intelligence Analyst,USD 80K,3.3,Aspirion Health Resources LLC,Remote,1001 to 5000 Employees,2016,Company - Private,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD)
R&D Strategic Data Manager,USD 100K - USD 142K ,4.0,HM.CLAUSE,"Davis, CA",1001 to 5000 Employees,--,Subsidiary or Business Segment,Crop Production,Agriculture,$100 to $500 million (USD)
Finance Data Analyst,USD 57K - USD 86K ,4.2,HP,"Spring, TX",10000+ Employees,1939,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Senior Data Analyst,USD 111K - USD 147K ,5.0,Hypersonix,"San Jose, CA",1 to 50 Employees,2019,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
"2024 Summer Associate SumRidge Data Engineer In-Person (Jersey City, NJ)",USD 79K - USD 119K ,4.1,"Raymond James Financial, Inc.","Jersey City, NJ",10000+ Employees,1962,Company - Public,Investment & Asset Management,Financial Services,$5 to $10 billion (USD)
Data Scientist,USD 126K - USD 140K,4.1,Fabletics,"El Segundo, CA",Unknown,2013,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Data Analyst,USD 63K - USD 96K ,3.5,Westfield Insurance,"Westfield Center, OH",1001 to 5000 Employees,1848,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable
Mid-Level Data Scientist,USD 66K - USD 105K ,3.6,Illumination Works LLC,"Cincinnati, OH",51 to 200 Employees,2006,Contract,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
